OID_;LOCATION;LOC_LABEL;CATEGORY;PATTERN;PERC_HOT;PERC_COLD;TREND_Z;TREND_P;TREND_BIN;SUM_VALUE;MIN_VALUE;MAX_VALUE;MEAN_VALUE;STD_VALUE;MED_VALUE;Shape_Length;Shape_Area
39;38;410305;7;Oscillating Hot Spot;16,666666666666664;16,666666666666664;0,480007836926619;0,631221822134132;0,000000000000000;269,536669762528277;18,897212247384601;24,574442579717100;22,461389146877355;1,695056779201703;23,099042206836849;130397,355521309538744;325565093,264642238616943
40;39;410310;0;No Pattern Detected;0,000000000000000;50,000000000000000;0,068572548132374;0,945329870832369;0,000000000000000;228,981387541462510;14,881355414542400;22,152305123924499;19,081782295121876;2,391063883841648;19,078233844978151;300190,806530948088039;1004680647,530007839202881
41;40;410315;7;Oscillating Hot Spot;25,000000000000000;16,666666666666664;1,988603895838851;0,046744941055475;2,000000000000000;281,551045986903091;9,282048252387000;39,408976252283900;23,462587165575258;7,965820422066277;22,655953639976399;91986,987471800981439;218086804,035429507493973
42;41;410320;6;Sporadic Hot Spot;66,666666666666657;0,000000000000000;0,891443125720864;0,372691500240596;0,000000000000000;310,032005892008101;18,685601409428202;37,475700143632601;25,836000491000675;4,890128613144355;25,479334902982000;131250,966316267207731;384143818,786732435226440
43;42;410322;7;Oscillating Hot Spot;41,666666666666671;8,333333333333332;1,165733318250361;0,243722304997819;0,000000000000000;313,908911099401848;19,922240757971799;30,175830137193199;26,159075924950155;3,078642402140570;26,684398537036000;116824,285349435231183;242288261,480545312166214
44;43;410330;6;Sporadic Hot Spot;83,333333333333343;0,000000000000000;1,165733318250361;0,243722304997819;0,000000000000000;390,721110763324646;24,679639297579499;39,787328605734103;32,560092563610390;4,230743049349512;32,797097700566802;139572,517894474207424;399358318,846929192543030
45;44;410335;0;No Pattern Detected;0,000000000000000;66,666666666666657;2,125748992103599;0,033524165235725;2,000000000000000;272,899849700648872;18,908547175955000;32,286599840428700;22,741654141720741;3,229621756561627;21,968135007321351;191148,904010841972195;415637087,278709232807159
46;45;410337;7;Oscillating Hot Spot;25,000000000000000;8,333333333333332;2,674329377162592;0,007487886814862;3,000000000000000;344,319484306670006;15,620932048945599;53,168912533132598;28,693290358889168;10,245916561344222;26,592895224304598;78512,642191774255480;348818297,356800734996796
47;46;410340;7;Oscillating Hot Spot;33,333333333333329;33,333333333333329;1,577168607044606;0,114756734314102;0,000000000000000;243,344881328099149;5,461725117103990;35,146795196580896;20,278740110674928;8,503797771860761;20,321817713123750;77202,245469889923697;218188443,181498467922211
48;47;410345;0;No Pattern Detected;0,000000000000000;75,000000000000000;0,480007836926619;0,631221822134132;0,000000000000000;259,618965483643194;19,694822286440001;25,141889873543800;21,634913790303600;1,507060939920372;21,006832279264451;128061,951332554250257;332227272,711646795272827
