Municipio,MUNIC_RES,ANO_CMPT,pop_ac60,n_densito,tx_densito10k,data
RIO BRANCO DO SUL,412220,2015,2934,8,27.266530334015,01/01/2015
RIO NEGRO,412230,2015,4188,4,9.55109837631328,01/01/2015
ROLANDIA,412240,2015,8744,3,3.43092406221409,01/01/2015
RONCADOR,412250,2015,1661,12,72.2456351595425,01/01/2015
RONDON,412260,2015,1304,47,360.429447852761,01/01/2015
ROSARIO DO IVAI,412265,2015,913,1,10.9529025191676,01/01/2015
SABAUDIA,412270,2015,997,0,0,01/01/2015
SALGADO FILHO,412280,2015,689,0,0,01/01/2015
SALTO DO ITARARE,412290,2015,969,2,20.6398348813209,01/01/2015
SALTO DO LONTRA,412300,2015,1910,0,0,01/01/2015
SANTA AMELIA,412310,2015,645,0,0,01/01/2015
SANTA CECILIA DO PAVAO,412320,2015,621,0,0,01/01/2015
SANTA CRUZ DE MONTE CASTELO,412330,2015,1321,0,0,01/01/2015
SANTA FE,412340,2015,1780,1,5.61797752808989,01/01/2015
SANTA HELENA,412350,2015,3969,0,0,01/01/2015
SANTA INES,412360,2015,270,0,0,01/01/2015
SANTA ISABEL DO IVAI,412370,2015,1648,4,24.2718446601942,01/01/2015
SANTA IZABEL DO OESTE,412380,2015,2059,0,0,01/01/2015
SANTA LUCIA,412382,2015,733,0,0,01/01/2015
SANTA MARIA DO OESTE,412385,2015,1416,0,0,01/01/2015
SANTA MARIANA,412390,2015,2403,0,0,01/01/2015
SANTA MONICA,412395,2015,467,1,21.4132762312634,01/01/2015
SANTANA DO ITARARE,412400,2015,814,0,0,01/01/2015
SANTA TEREZA DO OESTE,412402,2015,1147,0,0,01/01/2015
SANTA TEREZINHA DE ITAIPU,412405,2015,2885,0,0,01/01/2015
SANTO ANTONIO DA PLATINA,412410,2015,6539,8,12.2342865881633,01/01/2015
SANTO ANTONIO DO CAIUA,412420,2015,452,0,0,01/01/2015
SANTO ANTONIO DO PARAISO,412430,2015,390,0,0,01/01/2015
SANTO ANTONIO DO SUDOESTE,412440,2015,2844,0,0,01/01/2015
SANTO INACIO,412450,2015,798,0,0,01/01/2015
SAO CARLOS DO IVAI,412460,2015,924,0,0,01/01/2015
SAO JERONIMO DA SERRA,412470,2015,1661,0,0,01/01/2015
SAO JOAO,412480,2015,1869,1,5.35045478865704,01/01/2015
SAO JOAO DO CAIUA,412490,2015,892,3,33.6322869955157,01/01/2015
SAO JOAO DO IVAI,412500,2015,2136,0,0,01/01/2015
SAO JOAO DO TRIUNFO,412510,2015,1548,3,19.3798449612403,01/01/2015
SAO JORGE D'OESTE,412520,2015,1488,0,0,01/01/2015
SAO JORGE DO IVAI,412530,2015,1069,0,0,01/01/2015
SAO JORGE DO PATROCINIO,412535,2015,1186,21,177.065767284992,01/01/2015
SAO JOSE DA BOA VISTA,412540,2015,1075,0,0,01/01/2015
SAO JOSE DAS PALMEIRAS,412545,2015,592,0,0,01/01/2015
SAO JOSE DOS PINHAIS,412550,2015,26549,41,15.4431428679046,01/01/2015
SAO MANOEL DO PARANA,412555,2015,394,19,482.233502538071,01/01/2015
SAO MATEUS DO SUL,412560,2015,4971,48,96.5600482800242,01/01/2015
SAO MIGUEL DO IGUACU,412570,2015,3746,9,24.0256273358249,01/01/2015
SAO PEDRO DO IGUACU,412575,2015,1119,0,0,01/01/2015
SAO PEDRO DO IVAI,412580,2015,1497,0,0,01/01/2015
SAO PEDRO DO PARANA,412590,2015,412,3,72.8155339805825,01/01/2015
SAO SEBASTIAO DA AMOREIRA,412600,2015,1355,0,0,01/01/2015
SAO TOME,412610,2015,775,44,567.741935483871,01/01/2015
SAPOPEMA,412620,2015,934,0,0,01/01/2015
SARANDI,412625,2015,10410,1,0.960614793467819,01/01/2015
SAUDADE DO IGUACU,412627,2015,734,1,13.6239782016349,01/01/2015
SENGES,412630,2015,1939,1,5.15729757607014,01/01/2015
SERRANOPOLIS DO IGUACU,412635,2015,928,8,86.2068965517242,01/01/2015
SERTANEJA,412640,2015,1119,0,0,01/01/2015
SERTANOPOLIS,412650,2015,2617,5,19.105846388995,01/01/2015
SIQUEIRA CAMPOS,412660,2015,2865,6,20.9424083769634,01/01/2015
SULINA,412665,2015,635,0,0,01/01/2015
TAMARANA,412667,2015,1663,1,6.01322910402886,01/01/2015
TAMBOARA,412670,2015,775,0,0,01/01/2015
TAPEJARA,412680,2015,1902,59,310.199789695058,01/01/2015
TAPIRA,412690,2015,1049,3,28.5986653956149,01/01/2015
TEIXEIRA SOARES,412700,2015,1301,0,0,01/01/2015
TELEMACO BORBA,412710,2015,8552,0,0,01/01/2015
TERRA BOA,412720,2015,2527,37,146.418678274634,01/01/2015
TERRA RICA,412730,2015,2411,2,8.29531314807134,01/01/2015
TERRA ROXA,412740,2015,2792,0,0,01/01/2015
TIBAGI,412750,2015,2315,0,0,01/01/2015
TIJUCAS DO SUL,412760,2015,2042,0,0,01/01/2015
TOLEDO,412770,2015,15623,0,0,01/01/2015
TOMAZINA,412780,2015,1406,1,7.11237553342817,01/01/2015
TRES BARRAS DO PARANA,412785,2015,1689,0,0,01/01/2015
TUNAS DO PARANA,412788,2015,464,0,0,01/01/2015
TUNEIRAS DO OESTE,412790,2015,1254,38,303.030303030303,01/01/2015
TUPASSI,412795,2015,1545,0,0,01/01/2015
TURVO,412796,2015,1693,12,70.8800945067927,01/01/2015
UBIRATA,412800,2015,3500,18,51.4285714285714,01/01/2015
UMUARAMA,412810,2015,15755,268,170.104728657569,01/01/2015
UNIAO DA VITORIA,412820,2015,7253,84,115.814145870674,01/01/2015
UNIFLOR,412830,2015,398,0,0,01/01/2015
URAI,412840,2015,2272,0,0,01/01/2015
WENCESLAU BRAZ,412850,2015,2989,5,16.7280026764804,01/01/2015
VENTANIA,412853,2015,1134,0,0,01/01/2015
VERA CRUZ DO OESTE,412855,2015,1525,0,0,01/01/2015
VERE,412860,2015,1330,0,0,01/01/2015
ALTO PARAISO,412862,2015,444,0,0,01/01/2015
DOUTOR ULYSSES,412863,2015,672,0,0,01/01/2015
VIRMOND,412865,2015,609,1,16.4203612479475,01/01/2015
VITORINO,412870,2015,1013,3,29.6150049358342,01/01/2015
XAMBRE,412880,2015,1155,12,103.896103896104,01/01/2015
ABATIA,410010,2016,1302,0,0,01/01/2016
ADRIANOPOLIS,410020,2016,1037,0,0,01/01/2016
AGUDOS DO SUL,410030,2016,1199,6,50.0417014178482,01/01/2016
ALMIRANTE TAMANDARE,410040,2016,10329,17,16.4585148610708,01/01/2016
ALTAMIRA DO PARANA,410045,2016,464,0,0,01/01/2016
ALTONIA,410050,2016,3717,0,0,01/01/2016
ALTO PARANA,410060,2016,2117,5,23.6183278223902,01/01/2016
ALTO PIQUIRI,410070,2016,1642,0,0,01/01/2016
ALVORADA DO SUL,410080,2016,1851,1,5.40248514316586,01/01/2016
AMAPORA,410090,2016,647,0,0,01/01/2016
AMPERE,410100,2016,2494,0,0,01/01/2016
ANAHY,410105,2016,533,0,0,01/01/2016
ANDIRA,410110,2016,3625,1,2.75862068965517,01/01/2016
ANGULO,410115,2016,437,0,0,01/01/2016
ANTONINA,410120,2016,3121,15,48.0615187439923,01/01/2016
ANTONIO OLINTO,410130,2016,1228,6,48.8599348534202,01/01/2016
APUCARANA,410140,2016,19607,0,0,01/01/2016
ARAPONGAS,410150,2016,16324,0,0,01/01/2016
ARAPOTI,410160,2016,3151,1,3.17359568390987,01/01/2016
ARAPUA,410165,2016,671,0,0,01/01/2016
ARARUNA,410170,2016,2189,0,0,01/01/2016
ARAUCARIA,410180,2016,12761,148,115.978371600972,01/01/2016
ARIRANHA DO IVAI,410185,2016,449,0,0,01/01/2016
ASSAI,410190,2016,2858,0,0,01/01/2016
ASSIS CHATEAUBRIAND,410200,2016,6043,1,1.65480721495946,01/01/2016
ASTORGA,410210,2016,4507,0,0,01/01/2016
ATALAIA,410220,2016,752,0,0,01/01/2016
BALSA NOVA,410230,2016,1473,3,20.3665987780041,01/01/2016
BANDEIRANTES,410240,2016,5261,0,0,01/01/2016
BARBOSA FERRAZ,410250,2016,2310,0,0,01/01/2016
BARRACAO,410260,2016,1485,0,0,01/01/2016
BARRA DO JACARE,410270,2016,570,7,122.80701754386,01/01/2016
BELA VISTA DA CAROBA,410275,2016,684,0,0,01/01/2016
BELA VISTA DO PARAISO,410280,2016,2894,3,10.3662750518314,01/01/2016
BITURUNA,410290,2016,1853,0,0,01/01/2016
BOA ESPERANCA,410300,2016,765,0,0,01/01/2016
BOA ESPERANCA DO IGUACU,410302,2016,360,0,0,01/01/2016
BOA VENTURA DE SAO ROQUE,410304,2016,737,3,40.7055630936228,01/01/2016
BOA VISTA DA APARECIDA,410305,2016,1365,0,0,01/01/2016
BOCAIUVA DO SUL,410310,2016,1426,0,0,01/01/2016
BOM JESUS DO SUL,410315,2016,762,0,0,01/01/2016
BOM SUCESSO,410320,2016,1001,1,9.99000999000999,01/01/2016
BOM SUCESSO DO SUL,410322,2016,588,0,0,01/01/2016
BORRAZOPOLIS,410330,2016,1484,0,0,01/01/2016
BRAGANEY,410335,2016,872,0,0,01/01/2016
BRASILANDIA DO SUL,410337,2016,526,0,0,01/01/2016
CAFEARA,410340,2016,409,1,24.4498777506113,01/01/2016
CAFELANDIA,410345,2016,1798,0,0,01/01/2016
CAFEZAL DO SUL,410347,2016,809,0,0,01/01/2016
CALIFORNIA,410350,2016,1361,0,0,01/01/2016
CAMBARA,410360,2016,4178,10,23.9348970799426,01/01/2016
CAMBE,410370,2016,15113,167,110.500893270694,01/01/2016
CAMBIRA,410380,2016,1282,0,0,01/01/2016
CAMPINA DA LAGOA,410390,2016,2542,0,0,01/01/2016
CAMPINA DO SIMAO,410395,2016,475,1,21.0526315789474,01/01/2016
CAMPINA GRANDE DO SUL,410400,2016,4093,1,2.44319569997557,01/01/2016
CAMPO BONITO,410405,2016,597,0,0,01/01/2016
CAMPO DO TENENTE,410410,2016,800,1,12.5,01/01/2016
CAMPO LARGO,410420,2016,14294,6,4.19756541206101,01/01/2016
CAMPO MAGRO,410425,2016,2807,8,28.5001781261133,01/01/2016
CAMPO MOURAO,410430,2016,12841,1,0.778755548633284,01/01/2016
CANDIDO DE ABREU,410440,2016,2284,0,0,01/01/2016
CANDOI,410442,2016,1725,10,57.9710144927536,01/01/2016
CANTAGALO,410445,2016,1655,16,96.6767371601209,01/01/2016
CAPANEMA,410450,2016,3249,0,0,01/01/2016
CAPITAO LEONIDAS MARQUES,410460,2016,2426,0,0,01/01/2016
CARAMBEI,410465,2016,1887,0,0,01/01/2016
CARLOPOLIS,410470,2016,2269,1,4.40722785368004,01/01/2016
CASCAVEL,410480,2016,36674,6,1.63603642907782,01/01/2016
CASTRO,410490,2016,7854,1,1.27323656735421,01/01/2016
CATANDUVAS,410500,2016,1366,1,7.32064421669107,01/01/2016
CENTENARIO DO SUL,410510,2016,1813,2,11.0314396028682,01/01/2016
CERRO AZUL,410520,2016,2235,1,4.47427293064877,01/01/2016
CEU AZUL,410530,2016,1822,0,0,01/01/2016
CHOPINZINHO,410540,2016,3025,7,23.1404958677686,01/01/2016
CIANORTE,410550,2016,10521,509,483.794316129646,01/01/2016
CIDADE GAUCHA,410560,2016,1540,9,58.4415584415585,01/01/2016
CLEVELANDIA,410570,2016,2572,0,0,01/01/2016
COLOMBO,410580,2016,22028,29,13.1650626475395,01/01/2016
COLORADO,410590,2016,3941,1,2.53742704897234,01/01/2016
CONGONHINHAS,410600,2016,1399,0,0,01/01/2016
CONSELHEIRO MAIRINCK,410610,2016,627,0,0,01/01/2016
CONTENDA,410620,2016,2210,0,0,01/01/2016
CORBELIA,410630,2016,2519,0,0,01/01/2016
CORNELIO PROCOPIO,410640,2016,8640,0,0,01/01/2016
CORONEL DOMINGOS SOARES,410645,2016,708,0,0,01/01/2016
CORONEL VIVIDA,410650,2016,3591,1,2.78473962684489,01/01/2016
CORUMBATAI DO SUL,410655,2016,667,0,0,01/01/2016
CRUZEIRO DO IGUACU,410657,2016,652,0,0,01/01/2016
CRUZEIRO DO OESTE,410660,2016,3554,2,5.6274620146314,01/01/2016
CRUZEIRO DO SUL,410670,2016,709,0,0,01/01/2016
CRUZ MACHADO,410680,2016,2304,8,34.7222222222222,01/01/2016
CRUZMALTINA,410685,2016,519,0,0,01/01/2016
CURITIBA,410690,2016,266741,1318,49.4112266205795,01/01/2016
CURIUVA,410700,2016,2000,0,0,01/01/2016
DIAMANTE DO NORTE,410710,2016,1001,0,0,01/01/2016
DIAMANTE DO SUL,410712,2016,433,0,0,01/01/2016
DIAMANTE D'OESTE,410715,2016,792,0,0,01/01/2016
DOIS VIZINHOS,410720,2016,5013,0,0,01/01/2016
DOURADINA,410725,2016,1188,0,0,01/01/2016
DOUTOR CAMARGO,410730,2016,1232,0,0,01/01/2016
ENEAS MARQUES,410740,2016,930,0,0,01/01/2016
ENGENHEIRO BELTRAO,410750,2016,2249,0,0,01/01/2016
ESPERANCA NOVA,410752,2016,392,0,0,01/01/2016
ENTRE RIOS DO OESTE,410753,2016,699,0,0,01/01/2016
ESPIGAO ALTO DO IGUACU,410754,2016,754,0,0,01/01/2016
FAROL,410755,2016,515,0,0,01/01/2016
FAXINAL,410760,2016,2660,0,0,01/01/2016
FAZENDA RIO GRANDE,410765,2016,7639,24,31.4177248330933,01/01/2016
FENIX,410770,2016,868,0,0,01/01/2016
FERNANDES PINHEIRO,410773,2016,701,0,0,01/01/2016
FIGUEIRA,410775,2016,1395,4,28.673835125448,01/01/2016
FLORAI,410780,2016,1089,0,0,01/01/2016
FLOR DA SERRA DO SUL,410785,2016,727,0,0,01/01/2016
FLORESTA,410790,2016,989,0,0,01/01/2016
FLORESTOPOLIS,410800,2016,1495,0,0,01/01/2016
FLORIDA,410810,2016,433,0,0,01/01/2016
FORMOSA DO OESTE,410820,2016,1527,0,0,01/01/2016
FOZ DO IGUACU,410830,2016,29025,199,68.5615848406546,01/01/2016
FRANCISCO ALVES,410832,2016,1242,0,0,01/01/2016
FRANCISCO BELTRAO,410840,2016,11180,1,0.894454382826476,01/01/2016
FOZ DO JORDAO,410845,2016,625,4,64,01/01/2016
GENERAL CARNEIRO,410850,2016,1516,14,92.3482849604222,01/01/2016
GODOY MOREIRA,410855,2016,639,0,0,01/01/2016
GOIOERE,410860,2016,4825,1,2.07253886010363,01/01/2016
GOIOXIM,410865,2016,875,1,11.4285714285714,01/01/2016
GRANDES RIOS,410870,2016,995,0,0,01/01/2016
GUAIRA,410880,2016,4637,0,0,01/01/2016
GUAIRACA,410890,2016,978,0,0,01/01/2016
GUAMIRANGA,410895,2016,1008,0,0,01/01/2016
GUAPIRAMA,410900,2016,584,3,51.3698630136986,01/01/2016
GUAPOREMA,410910,2016,384,7,182.291666666667,01/01/2016
GUARACI,410920,2016,895,1,11.1731843575419,01/01/2016
GUARANIACU,410930,2016,2244,0,0,01/01/2016
GUARAPUAVA,410940,2016,20764,71,34.1937969562705,01/01/2016
GUARAQUECABA,410950,2016,1043,0,0,01/01/2016
GUARATUBA,410960,2016,5294,12,22.667170381564,01/01/2016
HONORIO SERPA,410965,2016,739,0,0,01/01/2016
IBAITI,410970,2016,4357,16,36.7225154923112,01/01/2016
IBEMA,410975,2016,875,0,0,01/01/2016
IBIPORA,410980,2016,7907,6,7.58821297584419,01/01/2016
ICARAIMA,410990,2016,1574,0,0,01/01/2016
IGUARACU,411000,2016,612,0,0,01/01/2016
IGUATU,411005,2016,389,0,0,01/01/2016
IMBAU,411007,2016,1461,2,13.6892539356605,01/01/2016
IMBITUVA,411010,2016,3367,2,5.94000594000594,01/01/2016
INACIO MARTINS,411020,2016,1169,1,8.55431993156544,01/01/2016
INAJA,411030,2016,489,1,20.4498977505112,01/01/2016
INDIANOPOLIS,411040,2016,833,32,384.153661464586,01/01/2016
IPIRANGA,411050,2016,1640,0,0,01/01/2016
IPORA,411060,2016,2745,0,0,01/01/2016
IRACEMA DO OESTE,411065,2016,427,0,0,01/01/2016
IRATI,411070,2016,8146,1,1.22759636631476,01/01/2016
IRETAMA,411080,2016,1742,0,0,01/01/2016
ITAGUAJE,411090,2016,687,0,0,01/01/2016
ITAIPULANDIA,411095,2016,1509,12,79.5228628230616,01/01/2016
ITAMBARACA,411100,2016,1220,0,0,01/01/2016
ITAMBE,411110,2016,983,0,0,01/01/2016
ITAPEJARA D'OESTE,411120,2016,1848,5,27.0562770562771,01/01/2016
ITAPERUCU,411125,2016,2146,2,9.31966449207829,01/01/2016
ITAUNA DO SUL,411130,2016,553,0,0,01/01/2016
IVAI,411140,2016,1619,1,6.17665225447807,01/01/2016
IVAIPORA,411150,2016,5664,2,3.53107344632768,01/01/2016
IVATE,411155,2016,1127,0,0,01/01/2016
IVATUBA,411160,2016,513,0,0,01/01/2016
JABOTI,411170,2016,834,2,23.9808153477218,01/01/2016
JACAREZINHO,411180,2016,5797,12,20.7003622563395,01/01/2016
JAGUAPITA,411190,2016,1963,5,25.4712175241977,01/01/2016
JAGUARIAIVA,411200,2016,3644,0,0,01/01/2016
JANDAIA DO SUL,411210,2016,3788,0,0,01/01/2016
JANIOPOLIS,411220,2016,1166,0,0,01/01/2016
JAPIRA,411230,2016,830,6,72.289156626506,01/01/2016
JAPURA,411240,2016,1666,57,342.136854741897,01/01/2016
JARDIM ALEGRE,411250,2016,2251,0,0,01/01/2016
JARDIM OLINDA,411260,2016,194,0,0,01/01/2016
JATAIZINHO,411270,2016,1737,2,11.5141047783535,01/01/2016
JESUITAS,411275,2016,1790,0,0,01/01/2016
JOAQUIM TAVORA,411280,2016,1764,3,17.0068027210884,01/01/2016
JUNDIAI DO SUL,411290,2016,587,0,0,01/01/2016
JURANDA,411295,2016,1170,0,0,01/01/2016
JUSSARA,411300,2016,1040,29,278.846153846154,01/01/2016
KALORE,411310,2016,956,0,0,01/01/2016
LAPA,411320,2016,6300,1,1.58730158730159,01/01/2016
LARANJAL,411325,2016,633,0,0,01/01/2016
LARANJEIRAS DO SUL,411330,2016,4476,17,37.9803395889187,01/01/2016
LEOPOLIS,411340,2016,786,0,0,01/01/2016
LIDIANOPOLIS,411342,2016,793,0,0,01/01/2016
LINDOESTE,411345,2016,904,0,0,01/01/2016
LOANDA,411350,2016,3239,8,24.6989811670269,01/01/2016
LOBATO,411360,2016,668,0,0,01/01/2016
LONDRINA,411370,2016,86206,293,33.9883534788762,01/01/2016
LUIZIANA,411373,2016,974,0,0,01/01/2016
LUNARDELLI,411375,2016,930,0,0,01/01/2016
LUPIONOPOLIS,411380,2016,845,1,11.8343195266272,01/01/2016
MALLET,411390,2016,1991,0,0,01/01/2016
MAMBORE,411400,2016,2117,1,4.72366556447804,01/01/2016
MANDAGUACU,411410,2016,3128,0,0,01/01/2016
MANDAGUARI,411420,2016,5776,0,0,01/01/2016
MANDIRITUBA,411430,2016,3133,0,0,01/01/2016
MANFRINOPOLIS,411435,2016,432,0,0,01/01/2016
MANGUEIRINHA,411440,2016,2117,1,4.72366556447804,01/01/2016
MANOEL RIBAS,411450,2016,1895,0,0,01/01/2016
MARECHAL CANDIDO RONDON,411460,2016,7765,0,0,01/01/2016
MARIA HELENA,411470,2016,987,0,0,01/01/2016
MARIALVA,411480,2016,5555,0,0,01/01/2016
MARILANDIA DO SUL,411490,2016,1357,0,0,01/01/2016
MARILENA,411500,2016,1200,1,8.33333333333333,01/01/2016
MARILUZ,411510,2016,1509,0,0,01/01/2016
MARINGA,411520,2016,60407,761,125.978777294022,01/01/2016
MARIOPOLIS,411530,2016,1037,1,9.64320154291225,01/01/2016
MARIPA,411535,2016,1104,0,0,01/01/2016
MARMELEIRO,411540,2016,2247,0,0,01/01/2016
MARQUINHO,411545,2016,666,0,0,01/01/2016
MARUMBI,411550,2016,786,1,12.7226463104326,01/01/2016
MATELANDIA,411560,2016,2367,0,0,01/01/2016
MATINHOS,411570,2016,5418,2,3.69139904023625,01/01/2016
MATO RICO,411573,2016,537,0,0,01/01/2016
MAUA DA SERRA,411575,2016,986,0,0,01/01/2016
MEDIANEIRA,411580,2016,5926,112,188.997637529531,01/01/2016
MERCEDES,411585,2016,904,0,0,01/01/2016
MIRADOR,411590,2016,337,0,0,01/01/2016
MIRASELVA,411600,2016,408,0,0,01/01/2016
MISSAL,411605,2016,2015,21,104.218362282878,01/01/2016
MOREIRA SALES,411610,2016,2297,0,0,01/01/2016
MORRETES,411620,2016,2434,2,8.21692686935086,01/01/2016
MUNHOZ DE MELO,411630,2016,749,0,0,01/01/2016
NOSSA SENHORA DAS GRACAS,411640,2016,616,0,0,01/01/2016
NOVA ALIANCA DO IVAI,411650,2016,178,0,0,01/01/2016
NOVA AMERICA DA COLINA,411660,2016,525,0,0,01/01/2016
NOVA AURORA,411670,2016,1998,0,0,01/01/2016
NOVA CANTU,411680,2016,1004,0,0,01/01/2016
NOVA ESPERANCA,411690,2016,4541,0,0,01/01/2016
NOVA ESPERANCA DO SUDOESTE,411695,2016,774,0,0,01/01/2016
NOVA FATIMA,411700,2016,1363,0,0,01/01/2016
NOVA LARANJEIRAS,411705,2016,1473,5,33.9443312966735,01/01/2016
NOVA LONDRINA,411710,2016,1967,1,5.08388408744281,01/01/2016
NOVA OLIMPIA,411720,2016,1027,0,0,01/01/2016
NOVA SANTA BARBARA,411721,2016,767,0,0,01/01/2016
NOVA SANTA ROSA,411722,2016,1442,0,0,01/01/2016
NOVA PRATA DO IGUACU,411725,2016,1630,0,0,01/01/2016
NOVA TEBAS,411727,2016,1143,0,0,01/01/2016
NOVO ITACOLOMI,411729,2016,536,0,0,01/01/2016
ORTIGUEIRA,411730,2016,3185,0,0,01/01/2016
OURIZONA,411740,2016,621,0,0,01/01/2016
OURO VERDE DO OESTE,411745,2016,894,0,0,01/01/2016
PAICANDU,411750,2016,4929,0,0,01/01/2016
PALMAS,411760,2016,4288,0,0,01/01/2016
PALMEIRA,411770,2016,4217,0,0,01/01/2016
PALMITAL,411780,2016,1980,7,35.3535353535354,01/01/2016
PALOTINA,411790,2016,4659,0,0,01/01/2016
PARAISO DO NORTE,411800,2016,1745,4,22.9226361031519,01/01/2016
PARANACITY,411810,2016,1367,0,0,01/01/2016
PARANAGUA,411820,2016,16031,37,23.0802819537147,01/01/2016
PARANAPOEMA,411830,2016,341,0,0,01/01/2016
PARANAVAI,411840,2016,13731,6,4.36967445925279,01/01/2016
PATO BRAGADO,411845,2016,833,0,0,01/01/2016
PATO BRANCO,411850,2016,10324,288,278.961642774119,01/01/2016
PAULA FREITAS,411860,2016,843,17,201.660735468565,01/01/2016
PAULO FRONTIN,411870,2016,1106,11,99.4575045207957,01/01/2016
PEABIRU,411880,2016,2097,0,0,01/01/2016
PEROBAL,411885,2016,944,0,0,01/01/2016
PEROLA,411890,2016,1980,0,0,01/01/2016
PEROLA D'OESTE,411900,2016,1236,0,0,01/01/2016
PIEN,411910,2016,1330,3,22.5563909774436,01/01/2016
PINHAIS,411915,2016,13532,17,12.5628140703518,01/01/2016
PINHALAO,411920,2016,1029,1,9.71817298347911,01/01/2016
PINHAL DE SAO BENTO,411925,2016,388,0,0,01/01/2016
PINHAO,411930,2016,3361,16,47.6048795001488,01/01/2016
PIRAI DO SUL,411940,2016,3329,0,0,01/01/2016
PIRAQUARA,411950,2016,8661,8,9.23680868260016,01/01/2016
PITANGA,411960,2016,4272,20,46.8164794007491,01/01/2016
PITANGUEIRAS,411965,2016,424,0,0,01/01/2016
PLANALTINA DO PARANA,411970,2016,678,0,0,01/01/2016
PLANALTO,411980,2016,2543,0,0,01/01/2016
PONTA GROSSA,411990,2016,41526,4,0.963251938544526,01/01/2016
PONTAL DO PARANA,411995,2016,4237,49,115.647864054756,01/01/2016
PORECATU,412000,2016,2342,2,8.5397096498719,01/01/2016
PORTO AMAZONAS,412010,2016,634,0,0,01/01/2016
PORTO BARREIRO,412015,2016,496,2,40.3225806451613,01/01/2016
PORTO RICO,412020,2016,354,2,56.4971751412429,01/01/2016
PORTO VITORIA,412030,2016,630,7,111.111111111111,01/01/2016
PRADO FERREIRA,412033,2016,563,0,0,01/01/2016
PRANCHITA,412035,2016,999,0,0,01/01/2016
PRESIDENTE CASTELO BRANCO,412040,2016,669,0,0,01/01/2016
PRIMEIRO DE MAIO,412050,2016,2145,2,9.32400932400932,01/01/2016
PRUDENTOPOLIS,412060,2016,7064,45,63.7032842582107,01/01/2016
QUARTO CENTENARIO,412065,2016,728,0,0,01/01/2016
QUATIGUA,412070,2016,1295,8,61.7760617760618,01/01/2016
QUATRO BARRAS,412080,2016,2311,3,12.9813933362181,01/01/2016
QUATRO PONTES,412085,2016,743,0,0,01/01/2016
QUEDAS DO IGUACU,412090,2016,4207,1,2.37699072973615,01/01/2016
QUERENCIA DO NORTE,412100,2016,1697,0,0,01/01/2016
QUINTA DO SOL,412110,2016,815,0,0,01/01/2016
QUITANDINHA,412120,2016,2525,1,3.96039603960396,01/01/2016
RAMILANDIA,412125,2016,583,2,34.3053173241852,01/01/2016
RANCHO ALEGRE,412130,2016,808,0,0,01/01/2016
RANCHO ALEGRE D'OESTE,412135,2016,456,0,0,01/01/2016
REALEZA,412140,2016,2758,0,0,01/01/2016
REBOUCAS,412150,2016,2026,1,4.93583415597236,01/01/2016
RENASCENCA,412160,2016,976,0,0,01/01/2016
RESERVA,412170,2016,3086,0,0,01/01/2016
RESERVA DO IGUACU,412175,2016,750,2,26.6666666666667,01/01/2016
RIBEIRAO CLARO,412180,2016,1848,3,16.2337662337662,01/01/2016
RIBEIRAO DO PINHAL,412190,2016,2381,0,0,01/01/2016
RIO AZUL,412200,2016,1850,1,5.40540540540541,01/01/2016
RIO BOM,412210,2016,679,0,0,01/01/2016
RIO BONITO DO IGUACU,412215,2016,1758,1,5.68828213879408,01/01/2016
RIO BRANCO DO IVAI,412217,2016,532,0,0,01/01/2016
RIO BRANCO DO SUL,412220,2016,3007,5,16.627868307283,01/01/2016
RIO NEGRO,412230,2016,4346,4,9.2038656235619,01/01/2016
ROLANDIA,412240,2016,9108,4,4.39174352217831,01/01/2016
RONCADOR,412250,2016,1673,0,0,01/01/2016
RONDON,412260,2016,1343,72,536.113179448995,01/01/2016
ROSARIO DO IVAI,412265,2016,909,0,0,01/01/2016
SABAUDIA,412270,2016,1032,0,0,01/01/2016
SALGADO FILHO,412280,2016,700,0,0,01/01/2016
SALTO DO ITARARE,412290,2016,988,3,30.3643724696356,01/01/2016
SALTO DO LONTRA,412300,2016,1968,0,0,01/01/2016
SANTA AMELIA,412310,2016,658,0,0,01/01/2016
SANTA CECILIA DO PAVAO,412320,2016,628,0,0,01/01/2016
SANTA CRUZ DE MONTE CASTELO,412330,2016,1356,0,0,01/01/2016
SANTA FE,412340,2016,1852,0,0,01/01/2016
SANTA HELENA,412350,2016,4138,0,0,01/01/2016
SANTA INES,412360,2016,273,0,0,01/01/2016
SANTA ISABEL DO IVAI,412370,2016,1680,0,0,01/01/2016
SANTA IZABEL DO OESTE,412380,2016,2142,0,0,01/01/2016
SANTA LUCIA,412382,2016,738,0,0,01/01/2016
SANTA MARIA DO OESTE,412385,2016,1427,0,0,01/01/2016
SANTA MARIANA,412390,2016,2447,0,0,01/01/2016
SANTA MONICA,412395,2016,476,4,84.0336134453782,01/01/2016
SANTANA DO ITARARE,412400,2016,829,2,24.1254523522316,01/01/2016
SANTA TEREZA DO OESTE,412402,2016,1178,0,0,01/01/2016
SANTA TEREZINHA DE ITAIPU,412405,2016,3079,2,6.49561545956479,01/01/2016
SANTO ANTONIO DA PLATINA,412410,2016,6745,7,10.3780578206079,01/01/2016
SANTO ANTONIO DO CAIUA,412420,2016,463,0,0,01/01/2016
SANTO ANTONIO DO PARAISO,412430,2016,401,0,0,01/01/2016
SANTO ANTONIO DO SUDOESTE,412440,2016,2949,0,0,01/01/2016
SANTO INACIO,412450,2016,818,0,0,01/01/2016
